sample,library,date,fastq_R1,notes
LibA-221115-293T,LibA,11/15/22,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/221117_VH00319_298_AACGHC3M5/Unaligned/Project_blarsen/BL_221115_Niv-A-CTL_S5_R1_001.fastq.gz;/fh/fast/bloom_j/SR/ngs/illumina/blarsen/221117_VH00319_298_AACGHC3M5/Unaligned/Project_blarsen/BL_221115_NiV-A_S3_R1_001.fastq.gz,
LibA-221115-293T-VSV,LibA,11/15/22,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/221117_VH00319_298_AACGHC3M5/Unaligned/Project_blarsen/BL_221115_VSV-A_S1_R1_001.fastq.gz,
LibA-230331-293T,LibA,3/31/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230331_VH00319_336_AACKKJYM5/Unaligned/Project_blarsen/5_LibA_NiV_CTL_S5_R1_001.fastq.gz,
LibA-230331-293T-VSV,LibA,3/31/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230331_VH00319_336_AACKKJYM5/Unaligned/Project_blarsen/1_LibA-VSV_S1_R1_001.fastq.gz,
LibA-230405-293T,LibA,4/5/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230418_VH00699_298_AACMN7WM5/Unaligned/Project_blarsen/LibA_230305_293T_S2_R1_001.fastq.gz,
LibA-230405-293T-VSV,LibA,4/5/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230418_VH00699_298_AACMN7WM5/Unaligned/Project_blarsen/VSV_LibA_230305_293T_S3_R1_001.fastq.gz,
LibA-230418-CHO-A2-E2,LibA,4/18/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230418_VH01189_99_AACN3WWM5/Unaligned/Project_blarsen/LibA_230305_A2_2_S1_R1_001.fastq.gz,
LibA-230418-CHO-F3-E3,LibA,4/18/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230418_VH01189_99_AACN3WWM5/Unaligned/Project_blarsen/LibA_230305_F3_S3_R1_001.fastq.gz,
LibA-230418-CHO-A2-VSV,LibA,4/18/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230418_VH01189_99_AACN3WWM5/Unaligned/Project_blarsen/VSV_LibA_230305_A2_2_S2_R1_001.fastq.gz,
LibA-230509-293T-EFNB2-dimeric-0.003,LibA,5/9/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230508_VH00699_307_AACMMT2M5/Unaligned/Project_blarsen/230505_NiV_LibA_E2_3_S4_R1_001.fastq.gz,
LibA-230509-293T-EFNB2-dimeric-0.015,LibA,5/9/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230508_VH00699_307_AACMMT2M5/Unaligned/Project_blarsen/230505_NiV_LibA_E2_15_S3_R1_001.fastq.gz,
LibA-230509-293T-EFNB2-dimeric-0.078,LibA,5/9/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230508_VH00699_307_AACMMT2M5/Unaligned/Project_blarsen/230505_NiV_LibA_E2_78_S2_R1_001.fastq.gz,
LibA-230509-293T-EFNB2-dimeric-0.392,LibA,5/9/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230508_VH00699_307_AACMMT2M5/Unaligned/Project_blarsen/230505_NiV_LibA_E2_392_S1_R1_001.fastq.gz,
LibA-230509-293T-nac,LibA,5/9/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230508_VH00699_307_AACMMT2M5/Unaligned/Project_blarsen/230505_NiV_LibA_293T_E2_S11_R1_001.fastq.gz,
LibA-230509-293T-VSV,LibA,5/9/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230508_VH00699_307_AACMMT2M5/Unaligned/Project_blarsen/230505_NiV_LibA_293T_VSV_S8_R1_001.fastq.gz,
LibA-230509-CHO-A2-E2,LibA,5/9/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230508_VH00699_307_AACMMT2M5/Unaligned/Project_blarsen/230505_NiV_LibA_CHO_E2_S9_R1_001.fastq.gz,
LibA-230509-CHO-F3-E3,LibA,5/9/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230508_VH00699_307_AACMMT2M5/Unaligned/Project_blarsen/230505_NiV_LibA_CHO_E3_S10_R1_001.fastq.gz,
LibA-230509-CHO-VSV,LibA,5/9/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230508_VH00699_307_AACMMT2M5/Unaligned/Project_blarsen/230505_NiV_LibA_CHO_VSV_S7_R1_001.fastq.gz,
LibA-230725-CHO-C6-nac,LibA,7/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230725_VH00699_345_AACWL57M5/Unaligned/Project_blarsen/230721_LibA_NiV_C6_no-antibody_S10_R1_001.fastq.gz,
LibA-230725-CHO-C6-HENV32-1.0,LibA,7/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230725_VH00699_345_AACWL57M5/Unaligned/Project_blarsen/230721_LibA_NiV_C6_HENV32_1000_S8_R1_001.fastq.gz,
LibA-230725-CHO-C6-HENV32-2.5,LibA,7/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230725_VH00699_345_AACWL57M5/Unaligned/Project_blarsen/230721_LibA_NiV_C6_HENV32_2500_S9_R1_001.fastq.gz,
LibA-230725-CHO-C6-m102-0.3,LibA,7/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230725_VH00699_345_AACWL57M5/Unaligned/Project_blarsen/230721_LibA_NiV_C6_m102_300_S4_R1_001.fastq.gz,
LibA-230725-CHO-C6-m102-0.8,LibA,7/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230725_VH00699_345_AACWL57M5/Unaligned/Project_blarsen/230721_LibA_NiV_C6_m102_800_S5_R1_001.fastq.gz,
LibA-230725-CHO-C6-m102-1.2,LibA,7/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230725_VH00699_345_AACWL57M5/Unaligned/Project_blarsen/230721_LibA_NiV_C6_m102_1200_S6_R1_001.fastq.gz,
LibA-230725-CHO-C6-nAH13-0.8,LibA,7/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230725_VH00699_345_AACWL57M5/Unaligned/Project_blarsen/230721_LibA_NiV_C6_nAH1_800_S2_R1_001.fastq.gz,
LibA-230725-CHO-C6-nAH13-1.2,LibA,7/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230725_VH00699_345_AACWL57M5/Unaligned/Project_blarsen/230721_LibA_NiV_C6_nAH1_1200_S3_R1_001.fastq.gz,
LibA-230815-CHO-C6-nac,LibA,8/15/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230814_VH00699_355_AACYLKCM5/Unaligned/Project_blarsen/230807_LibA_NiV_no-antibody-control_S12_R1_001.fastq.gz,
LibA-230815-CHO-VSV,LibA,8/15/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230814_VH00699_355_AACYLKCM5/Unaligned/Project_blarsen/230807_LibA_VSV_S13_R1_001.fastq.gz,
LibA-230815-CHO-C6-HENV103-0.5,LibA,8/15/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230814_VH00699_355_AACYLKCM5/Unaligned/Project_blarsen/230807_LibA_NiV_HENV103-500_S9_R1_001.fastq.gz,
LibA-230815-CHO-C6-HENV103-2.0,LibA,8/15/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230814_VH00699_355_AACYLKCM5/Unaligned/Project_blarsen/230807_LibA_NiV_HENV103-2000_S10_R1_001.fastq.gz,
LibA-230815-CHO-C6-HENV103-5.0,LibA,8/15/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230814_VH00699_355_AACYLKCM5/Unaligned/Project_blarsen/230807_LibA_NiV_HENV103-5000_S11_R1_001.fastq.gz,
LibA-230815-CHO-C6-HENV117-0.2,LibA,8/15/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230814_VH00699_355_AACYLKCM5/Unaligned/Project_blarsen/230807_LibA_NiV_HENV117-200_S6_R1_001.fastq.gz,
LibA-230815-CHO-C6-HENV117-0.8,LibA,8/15/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230814_VH00699_355_AACYLKCM5/Unaligned/Project_blarsen/230807_LibA_NiV_HENV117-800_S7_R1_001.fastq.gz,
LibA-230815-CHO-C6-HENV117-1.5,LibA,8/15/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230814_VH00699_355_AACYLKCM5/Unaligned/Project_blarsen/230807_LibA_NiV_HENV117-1500_S8_R1_001.fastq.gz,
LibA-230818-CHO-C6-nac,LibA,8/18/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230817_VH01189_150_AACYGN2M5/Unaligned/Project_blarsen/230812_LibA_no-antibody-ctl_S7_R1_001.fastq.gz,
LibA-230818-CHO-C6-HendraF,LibA,8/18/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230817_VH01189_150_AACYGN2M5/Unaligned/Project_blarsen/230812_LibA_HendraF_S9_R1_001.fastq.gz,
LibA-230818-CHO-VSV,LibA,8/18/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230817_VH01189_150_AACYGN2M5/Unaligned/Project_blarsen/230812_LibA_VSV_S8_R1_001.fastq.gz,
LibA-230818-CHO-C6-EFNB3-dimeric-0.015,LibA,8/18/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230817_VH01189_150_AACYGN2M5/Unaligned/Project_blarsen/230812_LibA_EFNB3-15_S13_R1_001.fastq.gz,
LibA-230818-CHO-C6-EFNB3-dimeric-0.3,LibA,8/18/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230817_VH01189_150_AACYGN2M5/Unaligned/Project_blarsen/230812_LibA_EFNB3-300_S12_R1_001.fastq.gz,
LibA-230818-CHO-C6-minibinder-10.0,LibA,8/18/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230817_VH01189_150_AACYGN2M5/Unaligned/Project_blarsen/230812_LibA_minibinder-10000_S11_R1_001.fastq.gz,
LibA-230818-CHO-C6-minibinder-2.5,LibA,8/18/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230817_VH01189_150_AACYGN2M5/Unaligned/Project_blarsen/230812_LibA_minibinder-2500_S10_R1_001.fastq.gz,
LibA-230825-CHO-C6-EFNB3-dimeric-0.05,LibA,8/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230824_VH01189_155_AACYGFLM5/Unaligned/Project_blarsen/230818_LibA_C6_NiV_EFNB3-50_S7_R1_001.fastq.gz,
LibA-230825-CHO-C6-EFNB3-dimeric-0.2,LibA,8/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230824_VH01189_155_AACYGFLM5/Unaligned/Project_blarsen/230818_LibA_C6_NiV_EFNB3-200_S8_R1_001.fastq.gz,
LibA-230825-CHO-C6-EFNB3-dimeric-0.5,LibA,8/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230824_VH01189_155_AACYGFLM5/Unaligned/Project_blarsen/230818_LibA_C6_NiV_EFNB3-500_S9_R1_001.fastq.gz,
LibA-230825-CHO-C6-EFNB3-dimeric-1.0,LibA,8/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230824_VH01189_155_AACYGFLM5/Unaligned/Project_blarsen/230818_LibA_C6_NiV_EFNB3-1000_S10_R1_001.fastq.gz,
LibA-230825-CHO-C6-EFNB3-dimeric-2.0,LibA,8/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230824_VH01189_155_AACYGFLM5/Unaligned/Project_blarsen/230818_LibA_C6_NiV_EFNB3-2000_S11_R1_001.fastq.gz,
LibA-230825-CHO-C6-EFNB3-dimeric-5.0,LibA,8/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230824_VH01189_155_AACYGFLM5/Unaligned/Project_blarsen/230818_LibA_C6_NiV_EFNB3-5000_S12_R1_001.fastq.gz,
LibA-230825-CHO-C6-nac,LibA,8/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230824_VH01189_155_AACYGFLM5/Unaligned/Project_blarsen/230818_LibA_C6_NiV-no_antibody_S6_R1_001.fastq.gz,
LibA-230825-CHO-VSV,LibA,8/25/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230824_VH01189_155_AACYGFLM5/Unaligned/Project_blarsen/230818_LibA_C6_VSV_S5_R1_001.fastq.gz,
LibA-230916-CHO-BA6-nac,LibA,9/16/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230915_VH00699_370_AACYNWYM5/Unaligned/Project_blarsen/LibA-230912-EFNB2-no-antibody-control_S6_R1_001.fastq.gz,
LibA-230916-CHO-BA6-EFNB2-dimeric-0.005,LibA,9/16/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230915_VH00699_370_AACYNWYM5/Unaligned/Project_blarsen/LibA-230912-EFNB2-5_S1_R1_001.fastq.gz,
LibA-230916-CHO-BA6-EFNB2-dimeric-0.01,LibA,9/16/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230915_VH00699_370_AACYNWYM5/Unaligned/Project_blarsen/LibA-230912-EFNB2-10_S2_R1_001.fastq.gz,
LibA-230916-CHO-BA6-EFNB2-dimeric-0.05,LibA,9/16/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230915_VH00699_370_AACYNWYM5/Unaligned/Project_blarsen/LibA-230912-EFNB2-50_S3_R1_001.fastq.gz,
LibA-230916-CHO-BA6-EFNB2-dimeric-0.1,LibA,9/16/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230915_VH00699_370_AACYNWYM5/Unaligned/Project_blarsen/LibA-230912-EFNB2-100_S4_R1_001.fastq.gz,
LibA-230916-CHO-BA6-EFNB2-dimeric-0.25,LibA,9/16/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/230915_VH00699_370_AACYNWYM5/Unaligned/Project_blarsen/LibA-230912-EFNB2-250_S5_R1_001.fastq.gz,
LibA-230918-CHO-BA6-VSV,LibA,9/18/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/231102_VH00319_415_AAF3NTCM5/Unaligned/Project_blarsen/LibA-230918-CHO-BA6-VSV_S16_R1_001.fastq.gz,
LibA-231006-CHO-C6-nac,LibA,10/6/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/231005_VH01189_171_AACYTFWM5/Unaligned/Project_blarsen/231004_LibA_no_antibody_control_S6_R1_001.fastq.gz,
LibA-231019-CHO-BA4,LibA,10/19/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/231019_VH00699_382_AAF5LJGM5/Unaligned/Project_blarsen/LibA-230918-CHO-EFNB2-BA4-1_S1_R1_001.fastq.gz;/fh/fast/bloom_j/SR/ngs/illumina/blarsen/231019_VH00699_382_AAF5LJGM5/Unaligned/Project_blarsen/LibA-230918-CHO-EFNB2-BA4-2_S4_R1_001.fastq.gz,
LibA-231019-CHO-C6-nac,LibA,10/19/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/231019_VH00699_382_AAF5LJGM5/Unaligned/Project_blarsen/LibA-230918-CHO-EFNB3-C6_S13_R1_001.fastq.gz,
LibA-231019-CHO-EFNB3-C6-HendraF,LibA,10/19/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/231019_VH00699_382_AAF5LJGM5/Unaligned/Project_blarsen/LibA-230918-CHO-EFNB3-C6-HendraF_S12_R1_001.fastq.gz,
LibA-231019-CHO-EFNB3-C6-Sera72-05,LibA,10/19/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/231019_VH00699_382_AAF5LJGM5/Unaligned/Project_blarsen/LibA-230918-CHO-EFNB3-C6-Sera72-05_S11_R1_001.fastq.gz,
LibA-231019-CHO-EFNB3-C6-Sera72-1,LibA,10/19/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/231019_VH00699_382_AAF5LJGM5/Unaligned/Project_blarsen/LibA-230918-CHO-EFNB3-C6-Sera72-1_S10_R1_001.fastq.gz,
LibA-231019-CHO-EFNB3-C6-Sera72-10,LibA,10/19/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/231019_VH00699_382_AAF5LJGM5/Unaligned/Project_blarsen/LibA-230918-CHO-EFNB3-C6-Sera72-10_S8_R1_001.fastq.gz,
LibA-231019-CHO-EFNB3-C6-Sera72-5,LibA,10/19/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/231019_VH00699_382_AAF5LJGM5/Unaligned/Project_blarsen/LibA-230918-CHO-EFNB3-C6-Sera72-5_S9_R1_001.fastq.gz,
LibA-231019-CHO-EFNB3-C6-Sera72-50,LibA,10/19/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/231019_VH00699_382_AAF5LJGM5/Unaligned/Project_blarsen/LibA-230918-CHO-EFNB3-C6-Sera72-50_S7_R1_001.fastq.gz,
LibA-231019-CHO-BB2-VSV,LibA,10/19/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/231019_VH00699_382_AAF5LJGM5/Unaligned/Project_blarsen/LibA-230918-CHO-EFNB3-BB2-VSV_S6_R1_001.fastq.gz,
LibA-231019-CHO-BA6-VSV,LibA,10/19/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/231019_VH00699_382_AAF5LJGM5/Unaligned/Project_blarsen/LibA-230918-CHO-EFNB2-BA6-VSV_S5_R1_001.fastq.gz,
LibA-231024-CHO-BA6-EFNB2-dimeric-0.01,LibA,10/24/23,/fh/fast/bloom_j/SR/ngs/illumina/blarsen/231102_VH00319_415_AAF3NTCM5/Unaligned/Project_blarsen/LibA-231024-CHO-BA6-EFNB2-1_S5_R1_001.fastq.gz,
